target_pnc,target_name,all-associations,count-per-association
FDP-Lindner,Christian Lindner,finanzminister,4
FDP-Lindner,Christian Lindner,parteivorsitzender,2
FDP-Lindner,Christian Lindner,sylt,2
FDP-Lindner,Christian Lindner,hochzeit,2
FDP-Lindner,Christian Lindner,wendehals,1
FDP-Lindner,Christian Lindner,lügenbaron,1
FDP-Lindner,Christian Lindner,parteizerstörer,1
FDP-Lindner,Christian Lindner,machtgeil,1
FDP-Lindner,Christian Lindner,spitzenkandidat,1
FDP-Lindner,Christian Lindner,wichtigster mann der fdp,1
FDP-Lindner,Christian Lindner,fdp-politiker,1
FDP-Lindner,Christian Lindner,clownfigur,1
FDP-Lindner,Christian Lindner,unmöglich,1
FDP-Lindner,Christian Lindner,liberal,1
FDP-Lindner,Christian Lindner,freiheit,1
FDP-Lindner,Christian Lindner,schuldenbremse,1
FDP-Lindner,Christian Lindner,arbeitgeberfreundlich,1
FDP-Lindner,Christian Lindner,politiker der reichen,1
FDP-Lindner,Christian Lindner,politiker,1
FDP-Lindner,Christian Lindner,weltfremd,1
FDP-Lindner,Christian Lindner,schönling,1
FDP-Lindner,Christian Lindner,politiker der fdp,1
FDP-Lindner,Christian Lindner,vertritt die aussagen der partei vehement,1
FDP-Lindner,Christian Lindner,ist seine partei,1
FDP-Lindner,Christian Lindner,er ist der vorsitzende,1
FDP-Lindner,Christian Lindner,redet alles besser,1
FDP-Lindner,Christian Lindner,lügner,1
FDP-Lindner,Christian Lindner,feind der bauern,1
FDP-Lindner,Christian Lindner,schnösel,1
FDP-Lindner,Christian Lindner,fdp,1
FDP-Lindner,Christian Lindner,eingebildet,1
FDP-Lindner,Christian Lindner,überheblich,1
FDP-Lindner,Christian Lindner,nervig,1
FDP-Lindner,Christian Lindner,ekelpaket,1
FDP-Lindner,Christian Lindner,wirtschaftsfreund,1
FDP-Lindner,Christian Lindner,fdp-vorsitzender,1
FFP2-Söder,Markus Söder,corona,5
FFP2-Söder,Markus Söder,maskenpflicht,3
FFP2-Söder,Markus Söder,bayern,2
FFP2-Söder,Markus Söder,csu,2
FFP2-Söder,Markus Söder,wendehals,1
FFP2-Söder,Markus Söder,fähnchen im wind,1
FFP2-Söder,Markus Söder,lügner,1
FFP2-Söder,Markus Söder,trug gerne ffp2 masken,1
FFP2-Söder,Markus Söder,war wohl auch in maskenskandale verwickelt,1
FFP2-Söder,Markus Söder,unüberlegt,1
FFP2-Söder,Markus Söder,betrüger,1
FFP2-Söder,Markus Söder,keine ahnung von politik,1
FFP2-Söder,Markus Söder,coronapandemie,1
FFP2-Söder,Markus Söder,öffentliche verkehrsmittel,1
FFP2-Söder,Markus Söder,pandemie,1
FFP2-Söder,Markus Söder,ffp2-pflicht,1
FFP2-Söder,Markus Söder,maskendeals,1
FFP2-Söder,Markus Söder,strenge maßnahmen,1
FFP2-Söder,Markus Söder,geld,1
FFP2-Söder,Markus Söder,regeln,1
FFP2-Söder,Markus Söder,corona-masken,1
FFP2-Söder,Markus Söder,maskenaffäre,1
FFP2-Söder,Markus Söder,verordnungen,1
FFP2-Söder,Markus Söder,ehefrau,1
FFP2-Söder,Markus Söder,maskendeal,1
FFP2-Söder,Markus Söder,ministerpräsident,1
FFP2-Söder,Markus Söder,ende der ffp2-pflicht,1
FFP2-Söder,Markus Söder,war ein eklatanter befürworter der ffp2-masken,1
FFP2-Söder,Markus Söder,masken in innenräumen,1
FFP2-Söder,Markus Söder,maskenskandal,1
FFP2-Söder,Markus Söder,übergriffig,1
FFP2-Söder,Markus Söder,wichtigtuerisch,1
FFP2-Söder,Markus Söder,überheblich,1
FFP2-Söder,Markus Söder,ministerpräsident bayern,1
FFP2-Söder,Markus Söder,covid-einschränkungen,1
FFP2-Söder,Markus Söder,maskenkäufe,1
FPÖ-Strache,Heinz-Christian Strache,österreich,2
FPÖ-Strache,Heinz-Christian Strache,österreichischer politiker,1
FPÖ-Strache,Heinz-Christian Strache,mallorca,1
FPÖ-Strache,Heinz-Christian Strache,video,1
FPÖ-Strache,Heinz-Christian Strache,rechts,1
FPÖ-Strache,Heinz-Christian Strache,ibiza-video,1
FPÖ-Strache,Heinz-Christian Strache,fpö,1
FPÖ-Strache,Heinz-Christian Strache,konservativ,1
Facebook-Seehofer,Horst Seehofer,bayern,2
Facebook-Seehofer,Horst Seehofer,csu,2
Facebook-Seehofer,Horst Seehofer,bierzelt,1
Facebook-Seehofer,Horst Seehofer,cdu,1
Facebook-Seehofer,Horst Seehofer,bundestag,1
Facebook-Seehofer,Horst Seehofer,neoliberal,1
Facebook-Seehofer,Horst Seehofer,wollte mehr kontrolle haben in den sozialen medien,1
Facebook-Seehofer,Horst Seehofer,bundesinnenminister,1
Facebook-Seehofer,Horst Seehofer,politiker,1
Facebook-Seehofer,Horst Seehofer,digital,1
Facebook-Seehofer,Horst Seehofer,junggeblieben,1
Ferkel-Merkel,Angela Merkel,bundeskanzlerin,3
Ferkel-Merkel,Angela Merkel,lügnerin,2
Ferkel-Merkel,Angela Merkel,cdu,2
Ferkel-Merkel,Angela Merkel,kanzlerin,2
Ferkel-Merkel,Angela Merkel,lustig,1
Ferkel-Merkel,Angela Merkel,lahme frau,1
Ferkel-Merkel,Angela Merkel,christdemokratin,1
Ferkel-Merkel,Angela Merkel,schande für unser land,1
Ferkel-Merkel,Angela Merkel,kriegstreiberin,1
Ferkel-Merkel,Angela Merkel,frühere bundeskanzlerin,1
Ferkel-Merkel,Angela Merkel,schwein,1
Ferkel-Merkel,Angela Merkel,negativ,1
Ferkel-Merkel,Angela Merkel,beleidigend,1
Ferkel-Merkel,Angela Merkel,mutti,1
Ferkel-Merkel,Angela Merkel,raute,1
Ferkel-Merkel,Angela Merkel,schweinekopf,1
Ferkel-Merkel,Angela Merkel,beleidigungen,1
Ferkel-Merkel,Angela Merkel,verhält sich wie ein schwein,1
Ferkel-Merkel,Angela Merkel,schweinskopf,1
Ferkel-Merkel,Angela Merkel,fett,1
Ferkel-Merkel,Angela Merkel,schlechtes verhalten,1
Ferkel-Merkel,Angela Merkel,schmuddelig,1
Ferkel-Merkel,Angela Merkel,ischia,1
Ferkel-Merkel,Angela Merkel,corona,1
Ferkel-Merkel,Angela Merkel,ernst,1
Ferkel-Merkel,Angela Merkel,streng,1
Ferkel-Merkel,Angela Merkel,selbstüberzeugt,1
Ferkel-Merkel,Angela Merkel,wikipedia-witz,1
Ferkel-Merkel,Angela Merkel,altbundeskanzler,1
Ferkel-Merkel,Angela Merkel,kernkraftausstieg,1
Flexi-Merkel,Angela Merkel,flexibel,3
Flexi-Merkel,Angela Merkel,bundeskanzlerin,3
Flexi-Merkel,Angela Merkel,inkonsistent,1
Flexi-Merkel,Angela Merkel,kanzlerin,1
Flexi-Merkel,Angela Merkel,neutral in politik,1
Flexi-Merkel,Angela Merkel,unentschlossen,1
Flexi-Merkel,Angela Merkel,cdu,1
Flexi-Merkel,Angela Merkel,neoliberal,1
Flexi-Merkel,Angela Merkel,neoklassikerin,1
Flexi-Merkel,Angela Merkel,wollte mehr kompromisse machen mit russland und allen,1
Flexi-Merkel,Angela Merkel,nachgiebig,1
Flexi-Merkel,Angela Merkel,prinzipienlos,1
Flexi-Merkel,Angela Merkel,schwach,1
Flexi-Merkel,Angela Merkel,zentristisch,1
Flexi-Merkel,Angela Merkel,anpassungsfähig,1
Flexi-Merkel,Angela Merkel,konservativ,1
Flexi-Merkel,Angela Merkel,opportunistisch,1
Flüchtlings-Merkel,Angela Merkel,flüchtlingskrise,7
Flüchtlings-Merkel,Angela Merkel,cdu,5
Flüchtlings-Merkel,Angela Merkel,wir schaffen das,5
Flüchtlings-Merkel,Angela Merkel,2015,3
Flüchtlings-Merkel,Angela Merkel,bundeskanzlerin,2
Flüchtlings-Merkel,Angela Merkel,hilfsbereitschaft,1
Flüchtlings-Merkel,Angela Merkel,humanitäre politik,1
Flüchtlings-Merkel,Angela Merkel,willkommenskultur,1
Flüchtlings-Merkel,Angela Merkel,mama merkel,1
Flüchtlings-Merkel,Angela Merkel,wir schaffen das!,1
Flüchtlings-Merkel,Angela Merkel,flüchtlingswelle,1
Flüchtlings-Merkel,Angela Merkel,heißt flüchtlinge willkommen,1
Flüchtlings-Merkel,Angela Merkel,wilkommenskultur,1
Flüchtlings-Merkel,Angela Merkel,mismanagement,1
Flüchtlings-Merkel,Angela Merkel,überforderung der politik,1
Flüchtlings-Merkel,Angela Merkel,türkei-deal,1
Flüchtlings-Merkel,Angela Merkel,neoliberal,1
Flüchtlings-Merkel,Angela Merkel,sogenannte flüchtlingskrise 2015,1
Flüchtlings-Merkel,Angela Merkel,2015 politik der offenen grenzen,1
Flüchtlings-Merkel,Angela Merkel,refugees welcome,1
Flüchtlings-Merkel,Angela Merkel,flüchtlinge,1
Flüchtlings-Merkel,Angela Merkel,unruhen,1
Flüchtlings-Merkel,Angela Merkel,spaltend,1
Flüchtlings-Merkel,Angela Merkel,unvorbereitet,1
Flüchtlings-Merkel,Angela Merkel,inkonsequent,1
Flüchtlings-Merkel,Angela Merkel,frühere deutsche bundeskanzlerin,1
Flüchtlings-Merkel,Angela Merkel,ehemalige deutsche kanzlerin,1
Flüchtlings-Merkel,Angela Merkel,flüchtlingskrise in deutschland,1
Flüchtlings-Merkel,Angela Merkel,cdu-vorsitzende,1
Flüchtlings-Merkel,Angela Merkel,ex-kanzlerin,1
Flüchtlings-Merkel,Angela Merkel,"""wir schaffen das!""",1
Flüchtlings-Merkel,Angela Merkel,ex-bundeskanlerin,1
Flüchtlings-Merkel,Angela Merkel,hand zur raute gemacht,1
Flüchtlings-Merkel,Angela Merkel,ehemalige bundeskanzlerin,1
Flüchtlings-Merkel,Angela Merkel,öffnen der grenzen während der flüchtlingskrise 2015/2016,1
Flüchtlings-Merkel,Angela Merkel,wir schaffend das,1
Flüchtlings-Merkel,Angela Merkel,humanitärer akt,1
Flüchtlings-Merkel,Angela Merkel,migration,1
Flüchtlings-Merkel,Angela Merkel,wir haben platz,1
Flüchtlings-Merkel,Angela Merkel,kanzlerin,1
Flüchtlings-Merkel,Angela Merkel,silvesterkrawalle,1
Folter-Bush,George Bush,guantanamo,2
Folter-Bush,George Bush,9/11,2
Folter-Bush,George Bush,völkerrechtswidrige angriffskriege,1
Folter-Bush,George Bush,afghanistan,1
Folter-Bush,George Bush,irak-lüge,1
Folter-Bush,George Bush,kriegstreiber,1
Folter-Bush,George Bush,ließ menschen foltern,1
Folter-Bush,George Bush,perverser,1
Folter-Bush,George Bush,ehemaliger us-präsident,1
Folter-Bush,George Bush,folter,1
Folter-Bush,George Bush,gefangene,1
Folter-Bush,George Bush,menschenrecht,1
Folter-Bush,George Bush,präsident,1
Folter-Bush,George Bush,weil bush in guantanamo unschuldige foltern ließ,1
Folter-Bush,George Bush,wusste bescheid,1
Folter-Bush,George Bush,unmoralisch,1
Folter-Bush,George Bush,grausam,1
Folter-Bush,George Bush,guantamo,1
Folter-Bush,George Bush,irak,1
Folter-Bush,George Bush,amerika,1
Folter-Bush,George Bush,president,1
Folter-Bush,George Bush,terror,1
Folter-Bush,George Bush,ehemaliger präsident usa,1
Folter-Bush,George Bush,befürworter von folter,1
Folter-Bush,George Bush,inkompetent,1
Folter-Bush,George Bush,irakkrieg,1
Fukushima-Merkel,Angela Merkel,bundeskanzlerin,3
Fukushima-Merkel,Angela Merkel,atomausstieg,2
Fukushima-Merkel,Angela Merkel,japan,2
Fukushima-Merkel,Angela Merkel,cdu,1
Fukushima-Merkel,Angela Merkel,hin-und-her in der atomkraft-politik,1
Fukushima-Merkel,Angela Merkel,erst verlängerung dann verkürzung,1
Fukushima-Merkel,Angela Merkel,wendehals,1
Fukushima-Merkel,Angela Merkel,lügnerin,1
Fukushima-Merkel,Angela Merkel,lässt sich leicht verrückt machen,1
Fukushima-Merkel,Angela Merkel,fukushima-katastrophe,1
Fukushima-Merkel,Angela Merkel,abrupte energiewende,1
Fukushima-Merkel,Angela Merkel,hinterläßt verwüstung,1
Fukushima-Merkel,Angela Merkel,unlogisches handeln,1
Fukushima-Merkel,Angela Merkel,nicht tragbar,1
Fukushima-Merkel,Angela Merkel,atomunglück,1
Fukushima-Merkel,Angela Merkel,frühere kanzlerin,1
Fukushima-Merkel,Angela Merkel,atomkraftwerk in fukushima,1
Fukushima-Merkel,Angela Merkel,reaktorgau,1
Fukushima-Merkel,Angela Merkel,strahlung,1
Fukushima-Merkel,Angela Merkel,ausbruch,1
Fukushima-Merkel,Angela Merkel,katastrophe,1
Fukushima-Merkel,Angela Merkel,spricht sich nach fukushima gegen atomkraft aus,1
Fukushima-Merkel,Angela Merkel,atomkraftgegnerin,1
Fukushima-Merkel,Angela Merkel,hilfsbereit,1
Fukushima-Merkel,Angela Merkel,stur,1
Fukushima-Merkel,Angela Merkel,kanzler,1
Fukushima-Merkel,Angela Merkel,kernkraftausstieg,1
Fukushima-Merkel,Angela Merkel,tsunami mit anschließender havarie von fukushima daiichi,1
G20-Scholz,Olaf Scholz,bundeskanzler,3
G20-Scholz,Olaf Scholz,hamburg,3
G20-Scholz,Olaf Scholz,gipfel,2
G20-Scholz,Olaf Scholz,augenklappe,2
G20-Scholz,Olaf Scholz,spd,2
G20-Scholz,Olaf Scholz,gipfeltreffen,1
G20-Scholz,Olaf Scholz,internationale zusammenarbeit,1
G20-Scholz,Olaf Scholz,proteste,1
G20-Scholz,Olaf Scholz,sicherheit,1
G20-Scholz,Olaf Scholz,unkommunikativ,1
G20-Scholz,Olaf Scholz,unflexibel,1
G20-Scholz,Olaf Scholz,behäbig,1
G20-Scholz,Olaf Scholz,stumm,1
G20-Scholz,Olaf Scholz,indien,1
G20-Scholz,Olaf Scholz,neoliberal,1
G20-Scholz,Olaf Scholz,korrupt,1
G20-Scholz,Olaf Scholz,cum-ex,1
G20-Scholz,Olaf Scholz,brechmittel,1
G20-Scholz,Olaf Scholz,umgang mit den g20-gegner_innen,1
G20-Scholz,Olaf Scholz,brechmitteleinsatz,1
G20-Scholz,Olaf Scholz,bürgermeister,1
G20-Scholz,Olaf Scholz,aufstände,1
G20-Scholz,Olaf Scholz,schwarzer block,1
G20-Scholz,Olaf Scholz,deutscher bundeskanzler,1
G20-Scholz,Olaf Scholz,g20-treffen,1
G20-Scholz,Olaf Scholz,tumulte,1
G20-Scholz,Olaf Scholz,deutscher kanzler,1
G20-Scholz,Olaf Scholz,spd-mitglied,1
G20-Scholz,Olaf Scholz,ex-bürgermeister in hamburg,1
G20-Scholz,Olaf Scholz,wenig charisma,1
G20-Scholz,Olaf Scholz,g20 gipfel in indien,1
G20-Scholz,Olaf Scholz,foto von scholz mit augenbinde,1
G20-Scholz,Olaf Scholz,lauf-unfall,1
G20-Scholz,Olaf Scholz,ansprache,1
G20-Scholz,Olaf Scholz,g20-gipfel,1
G20-Scholz,Olaf Scholz,krawalle,1
G20-Scholz,Olaf Scholz,vorgehen gegen randalierer,1
G20-Scholz,Olaf Scholz,autonome,1
Gas-Putin,Vladimir Putin,krieg,4
Gas-Putin,Vladimir Putin,russland,2
Gas-Putin,Vladimir Putin,diktator,2
Gas-Putin,Vladimir Putin,staatsoberhaupt russland,2
Gas-Putin,Vladimir Putin,hitler,2
Gas-Putin,Vladimir Putin,ukraine,2
Gas-Putin,Vladimir Putin,faschist,2
Gas-Putin,Vladimir Putin,handelt mit gas,1
Gas-Putin,Vladimir Putin,hat vielleicht ein monopol auf gas,1
Gas-Putin,Vladimir Putin,kleiner diktator,1
Gas-Putin,Vladimir Putin,posiert gern mit waffen,1
Gas-Putin,Vladimir Putin,wir waren von russland abhängig bezüglich gaslieferungen,1
Gas-Putin,Vladimir Putin,ukraine-krieg,1
Gas-Putin,Vladimir Putin,alter mann,1
Gas-Putin,Vladimir Putin,erpresser,1
Gas-Putin,Vladimir Putin,herrscher,1
Gas-Putin,Vladimir Putin,schurke,1
Gas-Putin,Vladimir Putin,böse,1
Gas-Putin,Vladimir Putin,verrückter terrorist,1
Gas-Putin,Vladimir Putin,korruption,1
Gas-Putin,Vladimir Putin,gazprom,1
Gas-Putin,Vladimir Putin,erpressung,1
Gas-Putin,Vladimir Putin,eiskalte augen,1
Gas-Putin,Vladimir Putin,extrem unsympathisch,1
Gas-Putin,Vladimir Putin,gefahr,1
Gas-Putin,Vladimir Putin,kaltblütigkeit,1
Gas-Putin,Vladimir Putin,regierungsoberhaupt russland,1
Gas-Putin,Vladimir Putin,gaspipeline,1
Gas-Putin,Vladimir Putin,kontrolle über gas,1
Gas-Putin,Vladimir Putin,zeppelin,1
Gas-Putin,Vladimir Putin,macht,1
Gas-Schröder,Gerhard Schröder,gazprom,6
Gas-Schröder,Gerhard Schröder,putin,4
Gas-Schröder,Gerhard Schröder,russland,4
Gas-Schröder,Gerhard Schröder,bundeskanzler,2
Gas-Schröder,Gerhard Schröder,spd,1
Gas-Schröder,Gerhard Schröder,verbandelt mit der russischen gas-export industrie,1
Gas-Schröder,Gerhard Schröder,machte gas-deals mit den russen,1
Gas-Schröder,Gerhard Schröder,abkassierer,1
Gas-Schröder,Gerhard Schröder,schmutzige geschäfte,1
Gas-Schröder,Gerhard Schröder,russlandgas,1
Gas-Schröder,Gerhard Schröder,schröder,1
Gas-Schröder,Gerhard Schröder,rudsslandfreund,1
Gas-Schröder,Gerhard Schröder,gierig,1
Gas-Schröder,Gerhard Schröder,verräter,1
Gas-Schröder,Gerhard Schröder,ukrainekrieg,1
Gas-Schröder,Gerhard Schröder,abhängigkeit,1
Gas-Schröder,Gerhard Schröder,aufsichtsrat,1
Gas-Schröder,Gerhard Schröder,ehemaliger bundeskanzler,1
Gas-Schröder,Gerhard Schröder,kanzler,1
Gas-Schröder,Gerhard Schröder,deals mit russland bezüglich gas,1
Gas-Schröder,Gerhard Schröder,unterstützer putins,1
Gas-Schröder,Gerhard Schröder,auf die vernetzung zu gazprom,1
Gas-Schröder,Gerhard Schröder,alt,1
Gas-Schröder,Gerhard Schröder,parteiisch,1
Gas-Schröder,Gerhard Schröder,nervig,1
Gas-Schröder,Gerhard Schröder,medienkampagne,1
Gas-Schröder,Gerhard Schröder,altbundeskanzler,1
Gas-Schröder,Gerhard Schröder,was ist erlaubt wenn es der masse nicht gefällt,1
Gazprom-Schröder,Gerhard Schröder,spd,6
Gazprom-Schröder,Gerhard Schröder,bundeskanzler,3
Gazprom-Schröder,Gerhard Schröder,lobbyismus,2
Gazprom-Schröder,Gerhard Schröder,bestechung,1
Gazprom-Schröder,Gerhard Schröder,energiepolitik,1
Gazprom-Schröder,Gerhard Schröder,käuflich,1
Gazprom-Schröder,Gerhard Schröder,putin-versteher,1
Gazprom-Schröder,Gerhard Schröder,leugner,1
Gazprom-Schröder,Gerhard Schröder,russlandfreund,1
Gazprom-Schröder,Gerhard Schröder,chef von gazprom,1
Gazprom-Schröder,Gerhard Schröder,geldgier,1
Gazprom-Schröder,Gerhard Schröder,russlandnahe politik,1
Gazprom-Schröder,Gerhard Schröder,anstellung bei gazprom nach bundeskanzler-posten,1
Gazprom-Schröder,Gerhard Schröder,korruption,1
Gazprom-Schröder,Gerhard Schröder,russland-connection,1
Gazprom-Schröder,Gerhard Schröder,kungelei mit gazprom,1
Gazprom-Schröder,Gerhard Schröder,enge verbindungen nach russland,1
Gazprom-Schröder,Gerhard Schröder,freund putins,1
Gazprom-Schröder,Gerhard Schröder,aufsichtsrat,1
Gazprom-Schröder,Gerhard Schröder,viel geld,1
Gazprom-Schröder,Gerhard Schröder,bestechlich,1
Gazprom-Schröder,Gerhard Schröder,schande,1
Gazprom-Schröder,Gerhard Schröder,unehrlich,1
Gazprom-Schröder,Gerhard Schröder,keine integrität,1
Gazprom-Schröder,Gerhard Schröder,früherer deutscher bundeskanzler,1
Gazprom-Schröder,Gerhard Schröder,russische gazprom,1
Gazprom-Schröder,Gerhard Schröder,putin-nähe,1
Gazprom-Schröder,Gerhard Schröder,ehemaliger deutscher kanzler,1
Gazprom-Schröder,Gerhard Schröder,unterstützer von russland und putin und gasgeschäften mit gazprom,1
Gazprom-Schröder,Gerhard Schröder,ex-kanzler,1
Gazprom-Schröder,Gerhard Schröder,northstream,1
Gazprom-Schröder,Gerhard Schröder,putin,1
Gazprom-Schröder,Gerhard Schröder,ex-bundeskanzler,1
Gazprom-Schröder,Gerhard Schröder,kam in stefan raab-video vor,1
Gazprom-Schröder,Gerhard Schröder,putin-freund,1
Gazprom-Schröder,Gerhard Schröder,schröder,1
Gazprom-Schröder,Gerhard Schröder,als freund putins,1
Gazprom-Schröder,Gerhard Schröder,wurde position bei gazprom angeboten,1
Gazprom-Schröder,Gerhard Schröder,gazprom = russisches erdgasunternehmen,1
Gazprom-Schröder,Gerhard Schröder,pipeline,1
Gazprom-Schröder,Gerhard Schröder,job,1
Gazprom-Schröder,Gerhard Schröder,lobby,1
Gazprom-Schröder,Gerhard Schröder,kanzler,1
Gazprom-Schröder,Gerhard Schröder,russland,1
Gazprom-Schröder,Gerhard Schröder,erdgas,1
Gedächtnislücken-Scholz,Olaf Scholz,wirecard,2
Gedächtnislücken-Scholz,Olaf Scholz,hamburg,2
Gedächtnislücken-Scholz,Olaf Scholz,cum-ex-affäre,2
Gedächtnislücken-Scholz,Olaf Scholz,spd,2
Gedächtnislücken-Scholz,Olaf Scholz,skandal,1
Gedächtnislücken-Scholz,Olaf Scholz,vergesslichkeit,1
Gedächtnislücken-Scholz,Olaf Scholz,politiker,1
Gedächtnislücken-Scholz,Olaf Scholz,kanzler,1
Gedächtnislücken-Scholz,Olaf Scholz,economic crisis,1
Gedächtnislücken-Scholz,Olaf Scholz,inflation,1
Gedächtnislücken-Scholz,Olaf Scholz,olearis,1
Gedächtnislücken-Scholz,Olaf Scholz,bürgermeister,1
Gedächtnislücken-Scholz,Olaf Scholz,bundeskanzler,1
Gedächtnislücken-Scholz,Olaf Scholz,oberbürgermeister hamburg,1
Gedächtnislücken-Scholz,Olaf Scholz,cumex,1
Gedächtnislücken-Scholz,Olaf Scholz,erinnerungslücken,1
Gedächtnislücken-Scholz,Olaf Scholz,christian olearius,1
Gedächtnislücken-Scholz,Olaf Scholz,bank,1
Gedächtnislücken-Scholz,Olaf Scholz,freibad,1
Gedächtnislücken-Scholz,Olaf Scholz,kritischer,1
Gedächtnislücken-Scholz,Olaf Scholz,mögliche anspielung auf vergessene informationen,1
Gedächtnislücken-Scholz,Olaf Scholz,politische kontroversen,1
Gedächtnislücken-Scholz,Olaf Scholz,öffentliche wahrnehmung,1
Gedöns-Schröder,Gerhard Schröder,spd,5
Gedöns-Schröder,Gerhard Schröder,putin-freund,3
Gedöns-Schröder,Gerhard Schröder,macho,2
Gedöns-Schröder,Gerhard Schröder,bundeskanzler,2
Gedöns-Schröder,Gerhard Schröder,ex-bundeskanzler,2
Gedöns-Schröder,Gerhard Schröder,gazprom,2
Gedöns-Schröder,Gerhard Schröder,familie und das ganze gedöns,1
Gedöns-Schröder,Gerhard Schröder,populistisch,1
Gedöns-Schröder,Gerhard Schröder,debil,1
Gedöns-Schröder,Gerhard Schröder,lächerlich,1
Gedöns-Schröder,Gerhard Schröder,unseriös,1
Gedöns-Schröder,Gerhard Schröder,gekauft,1
Gedöns-Schröder,Gerhard Schröder,äußerlichkeiten,1
Gedöns-Schröder,Gerhard Schröder,volksnähe,1
Gedöns-Schröder,Gerhard Schröder,pro-russland-politik,1
Gedöns-Schröder,Gerhard Schröder,desinteresse an familienpolitik,1
Gedöns-Schröder,Gerhard Schröder,neoliberal,1
Gedöns-Schröder,Gerhard Schröder,agenda,1
Gedöns-Schröder,Gerhard Schröder,agenda 2010,1
Gedöns-Schröder,Gerhard Schröder,bier her oder ich fall um,1
Gedöns-Schröder,Gerhard Schröder,früherer bundeskanzler,1
Gedöns-Schröder,Gerhard Schröder,ministerium für familie und das gedöns,1
Gedöns-Schröder,Gerhard Schröder,ehemaliger bundeskanzler in deutschland,1
Gedöns-Schröder,Gerhard Schröder,spd mitglied,1
Gedöns-Schröder,Gerhard Schröder,unterstützer von russland und putin,1
Gedöns-Schröder,Gerhard Schröder,doris,1
Gedöns-Schröder,Gerhard Schröder,ehemaliger bundeskanzler,1
Gedöns-Schröder,Gerhard Schröder,angela merkel,1
Gedöns-Schröder,Gerhard Schröder,kritik an sozialpolitik familie und gedöns,1
Geldkoffer-Schäuble,Wolfgang Schäuble,cdu,4
Geldkoffer-Schäuble,Wolfgang Schäuble,politiker,3
Geldkoffer-Schäuble,Wolfgang Schäuble,korrupt,2
Geldkoffer-Schäuble,Wolfgang Schäuble,geldkoffer,1
Geldkoffer-Schäuble,Wolfgang Schäuble,schreiber,1
Geldkoffer-Schäuble,Wolfgang Schäuble,illegale geschäfte,1
Geldkoffer-Schäuble,Wolfgang Schäuble,spenden,1
Geldkoffer-Schäuble,Wolfgang Schäuble,finanzminister,1
Geldkoffer-Schäuble,Wolfgang Schäuble,inkompetent,1
Geldkoffer-Schäuble,Wolfgang Schäuble,schmiergeld,1
Geldkoffer-Schäuble,Wolfgang Schäuble,bestechlich,1
Geldkoffer-Schäuble,Wolfgang Schäuble,parteiisch,1
Geldkoffer-Schäuble,Wolfgang Schäuble,korruption,1
Geldkoffer-Schäuble,Wolfgang Schäuble,ehemaliger finanzminister,1
Geldkoffer-Schäuble,Wolfgang Schäuble,skandal,1
Geldkoffer-Schäuble,Wolfgang Schäuble,kriminell,1
Geldkoffer-Schäuble,Wolfgang Schäuble,verlogen,1
Geldkoffer-Schäuble,Wolfgang Schäuble,bestechungsvorwürfe,1
Geldkoffer-Schäuble,Wolfgang Schäuble,bestechung,1
Geldkoffer-Schäuble,Wolfgang Schäuble,waffenhandel,1
Geldkoffer-Schäuble,Wolfgang Schäuble,attentat,1
Gigabyte-Özdemir,Cem Özdemir,grüne,2
Gigabyte-Özdemir,Cem Özdemir,türke,1
Gigabyte-Özdemir,Cem Özdemir,schwabe,1
Gigabyte-Özdemir,Cem Özdemir,clown,1
Gigabyte-Özdemir,Cem Özdemir,ahnungslos,1
Gigabyte-Özdemir,Cem Özdemir,unfähig,1
Gigabyte-Özdemir,Cem Özdemir,unnötig,1
Gigabyte-Özdemir,Cem Özdemir,agrarminister,1
Gigabyte-Özdemir,Cem Özdemir,bauernproteste,1
Gigabyte-Özdemir,Cem Özdemir,realo,1
Gigabyte-Özdemir,Cem Özdemir,gigawatt,1
Gigabyte-Özdemir,Cem Özdemir,verwechslung,1
Gigabyte-Özdemir,Cem Özdemir,politiker,1
Gigabyte-Özdemir,Cem Özdemir,verwechselt gigabyte mit gigawatt,1
Gigabyte-Özdemir,Cem Özdemir,landwirtschaft,1
Gigabyte-Özdemir,Cem Özdemir,schwaben,1
Gigabyte-Özdemir,Cem Özdemir,jung,1
Gigabyte-Özdemir,Cem Özdemir,grün,1
Gigabyte-Özdemir,Cem Özdemir,türkisch,1
Gigabyte-Özdemir,Cem Özdemir,grün angehauchter politiker mit eingeschränktem wissen,1
Gigabyte-Özdemir,Cem Özdemir,landwirtschaftsminister,1
Gold-Rosi,Rosi Mittermaier,olympia,4
Gold-Rosi,Rosi Mittermaier,ich glaube sie war ein star aus den sechzigern,1
Gold-Rosi,Rosi Mittermaier,skispringen,1
Gold-Rosi,Rosi Mittermaier,erfolgreich,1
Gold-Rosi,Rosi Mittermaier,beliebt,1
Gold-Rosi,Rosi Mittermaier,sympathisch,1
Gold-Rosi,Rosi Mittermaier,skifahren,1
Gold-Rosi,Rosi Mittermaier,bayern,1
Gold-Rosi,Rosi Mittermaier,spitzensportlerin,1
Gold-Rosi,Rosi Mittermaier,goldmedaillengewinnerin,1
Gold-Rosi,Rosi Mittermaier,nordic-walking,1
Gold-Rosi,Rosi Mittermaier,ski,1
Gold-Rosi,Rosi Mittermaier,wm,1
Gold-Rosi,Rosi Mittermaier,medaille,1
Gold-Rosi,Rosi Mittermaier,lachen,1
